assisted_tackles,awards,class,combined_tackles,conference,final_season_year,forced_fumbles,fumble_recoveries,fumble_recovery_tds,fumble_recovery_yards,games,interception_tds,interception_yards,interceptions,page_url,passes_defended,player,pos,sacks,school,scraped_at,solo_tackles,source_type,tfl
13,,SR,41,Sun Belt,2009,1,1,1,27,12,0,0,0,https://www.sports-reference.com/cfb/players/alex-carrington-1.html,0,Alex Carrington,DL,9.0,Arkansas State,2026-04-01T15:13:32.008Z,28,season_totals,14.5
32,,SR,75,CUSA,2019,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/alex-highsmith-1.html,3,Alex Highsmith,LB/DE,14.0,Charlotte,2026-04-01T15:13:38.989Z,43,season_totals,21.5
14,,SR,28,Big Ten,2008,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/alex-magee-1.html,0,Alex Magee,DL,3.5,Purdue,2026-04-01T15:13:53.153Z,14,season_totals,6.0
13,,SR,54,Big 12,2012,4,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/alex-okafor-1.html,1,Alex Okafor,DL,12.5,Texas,2026-04-01T15:14:00.151Z,41,season_totals,16.5
5,,SR,31,Big Ten,2011,0,0,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/alfonzo-dennard-1.html,6,Alfonzo Dennard,DB,0.0,Nebraska,2026-04-01T15:14:14.348Z,26,season_totals,0.0
28,,SR,55,SEC,2024,1,0,0,0,16,0,0,0,https://www.sports-reference.com/cfb/players/alfred-collins-1.html,7,Alfred Collins,DL,1.0,Texas,2026-04-01T15:14:21.504Z,27,season_totals,5.5
24,,SR,45,ACC,2010,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/allen-bailey-1.html,1,Allen Bailey,LB/DL,7.0,Miami (FL),2026-04-01T15:14:35.325Z,21,season_totals,11.0
42,,SR,74,Ind,2019,3,1,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/alohi-gilman-1.html,2,Alohi Gilman,S,1.0,Notre Dame,2026-04-01T15:14:42.489Z,32,season_totals,3.0
19,,SR,60,SEC,2021,1,0,0,0,12,1,85,2,https://www.sports-reference.com/cfb/players/alontae-taylor-1.html,6,Alontae Taylor,DB,0.0,Tennessee,2026-04-01T15:14:49.488Z,41,season_totals,1.0
9,AA,SR,37,ACC,2008,2,0,0,0,13,0,33,7,https://www.sports-reference.com/cfb/players/alphonso-smith-1.html,0,Alphonso Smith,DB,0.0,Wake Forest,2026-04-01T15:15:03.628Z,28,season_totals,2.5
21,,SR,72,Pac-10,2009,0,0,1,0,13,1,158,5,https://www.sports-reference.com/cfb/players/alterraun-verner-1.html,0,Alterraun Verner,DB,0.0,UCLA,2026-04-01T15:15:10.965Z,51,season_totals,5.0
23,,SR,46,ACC,2019,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/alton-robinson-1.html,3,Alton Robinson,DL,4.5,Syracuse,2026-04-01T15:15:17.598Z,23,season_totals,9.5
32,,SR,99,Big 12,2007,5,0,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/alvin-bowen-1.html,0,Alvin Bowen,LB,2.0,Iowa State,2026-04-01T15:15:24.673Z,67,season_totals,12.5
29,,JR,65,Big Ten,2018,0,0,0,0,13,0,60,4,https://www.sports-reference.com/cfb/players/amani-hooker-1.html,7,Amani Hooker,DB,1.0,Iowa,2026-04-01T15:15:31.895Z,36,season_totals,3.5
11,,SR,51,Big Ten,2018,1,0,0,0,13,0,-2,3,https://www.sports-reference.com/cfb/players/amani-oruwariye-1.html,12,Amani Oruwariye,CB,0.0,Penn State,2026-04-01T15:15:39.581Z,40,season_totals,2.0
14,,JR,56,Big Ten,2009,0,0,0,0,13,0,0,2,https://www.sports-reference.com/cfb/players/amari-spievey-1.html,0,Amari Spievey,DB,0.0,Iowa,2026-04-01T15:15:46.156Z,42,season_totals,1.0
8,,JR,38,Big Ten,2019,0,2,0,0,13,0,6,3,https://www.sports-reference.com/cfb/players/ambry-thomas-1.html,4,Ambry Thomas,DB,0.0,Michigan,2026-04-01T15:15:58.379Z,30,season_totals,3.0
16,,JR,60,CUSA,2019,1,1,0,0,12,2,97,5,https://www.sports-reference.com/cfb/players/amik-robertson-1.html,16,Amik Robertson,CB,1.0,Louisiana Tech,2026-04-01T15:16:05.530Z,44,season_totals,8.0
15,,SR,54,Big East,2006,2,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/amobi-okoye-1.html,1,Amobi Okoye,DL,8.0,Louisville,2026-04-01T15:16:12.435Z,39,season_totals,12.5
38,,SR,77,ACC,2011,1,1,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/andre-branch-1.html,1,Andre Branch,DL,10.5,Clemson,2026-04-01T15:16:26.463Z,39,season_totals,17.0
4,,JR,11,ACC,2020,0,0,0,0,2,0,29,1,https://www.sports-reference.com/cfb/players/andre-cisco-1.html,0,Andre Cisco,DB,0.0,Syracuse,2026-04-01T15:16:40.568Z,7,season_totals,0.5
11,,SR,21,ACC,2007,0,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/andre-fluellen-1.html,2,Andre Fluellen,DL,2.0,Florida State,2026-04-01T15:16:54.682Z,10,season_totals,2.0
16,,SR,49,SEC,2013,0,1,0,0,12,0,61,3,https://www.sports-reference.com/cfb/players/andre-hal-1.html,15,Andre Hal,DB,0.0,Vanderbilt,2026-04-01T15:17:01.685Z,33,season_totals,9.5
0,,SR,1,Sun Belt,2012,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/andre-smith-1.html,0,Andre Smith,QB/TE,0.0,Arkansas State,2026-04-01T15:17:15.709Z,1,season_totals,0.0
8,,JR,39,Big 12,2015,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/andrew-billings-1.html,0,Andrew Billings,DL/DT,5.5,Baylor,2026-04-01T15:17:29.772Z,31,season_totals,14.0
28,,SR,69,SEC,2024,1,0,0,0,15,0,12,5,https://www.sports-reference.com/cfb/players/andrew-mukuba-1.html,7,Andrew Mukuba,S/DB,0.0,Texas,2026-04-01T15:17:49.307Z,41,season_totals,4.0
22,,SR,60,Big Ten,2018,2,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/andrew-van-ginkel-1.html,3,Andrew Van Ginkel,LB,5.5,Wisconsin,2026-04-01T15:17:56.204Z,38,season_totals,9.5
14,,JR,47,SEC,2023,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/andru-phillips-1.html,5,Andru Phillips,DB,0.0,Kentucky,2026-04-01T15:18:10.257Z,33,season_totals,1.5
38,,SR,83,SEC,2019,1,0,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/anfernee-jennings-1.html,5,Anfernee Jennings,LB,8.0,Alabama,2026-04-01T15:18:17.460Z,45,season_totals,12.5
5,,SR,17,SEC,2014,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/angelo-blackson-1.html,0,Angelo Blackson,DL,3.0,Auburn,2026-04-01T15:18:24.290Z,12,season_totals,5.5
17,,SR,48,SEC,2017,0,0,0,0,14,0,30,1,https://www.sports-reference.com/cfb/players/anthony-averett-1.html,8,Anthony Averett,DB,1.0,Alabama,2026-04-01T15:18:45.358Z,31,season_totals,4.0
23,AA,SR,66,Pac-12,2013,6,4,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/anthony-barr-1.html,1,Anthony Barr,WR/RB/LB,10.0,UCLA,2026-04-01T15:18:52.369Z,43,season_totals,20.0
4,,SR,9,SEC,2006,0,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/anthony-brown-1.html,0,Anthony Brown,DL,0.5,Arkansas,2026-04-01T15:18:59.496Z,5,season_totals,0.5
21,,SR,41,ACC,2014,1,2,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/anthony-chickillo-1.html,3,Anthony Chickillo,DL,3.0,Miami (FL),2026-04-01T15:19:13.510Z,20,season_totals,4.5
58,,SR,112,Big Ten,2013,2,1,0,0,13,0,18,1,https://www.sports-reference.com/cfb/players/anthony-hitchens-1.html,2,Anthony Hitchens,DB/LB,2.0,Iowa,2026-04-01T15:19:34.462Z,54,season_totals,13.5
22,,JR,45,Big Ten,2018,0,1,1,0,13,0,0,0,https://www.sports-reference.com/cfb/players/anthony-nelson-1.html,1,Anthony Nelson,DE,9.5,Iowa,2026-04-01T15:19:41.504Z,23,season_totals,13.5
21,,SR,71,Big East,2005,2,0,0,0,11,0,73,6,https://www.sports-reference.com/cfb/players/anthony-smith-1.html,0,Anthony Smith,DB,3.0,Syracuse,2026-04-01T15:19:55.605Z,50,season_totals,5.0
24,,SR,93,Big Ten,2006,5,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/anthony-spencer-1.html,6,Anthony Spencer,DL,10.5,Purdue,2026-04-01T15:20:02.725Z,69,season_totals,26.5
1,,SR,3,ACC,2006,0,0,0,0,2,0,0,0,https://www.sports-reference.com/cfb/players/anthony-waters-1.html,0,Anthony Waters,LB,0.0,Clemson,2026-04-01T15:20:15.054Z,2,season_totals,0.0
27,,SR,47,Big Ten,2015,1,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/anthony-zettel-1.html,6,Anthony Zettel,DL/DE/DT,4.0,Penn State,2026-04-01T15:20:29.349Z,20,season_totals,11.0
14,AA,SR,71,Pac-10,2007,2,0,0,0,12,2,164,5,https://www.sports-reference.com/cfb/players/antoine-cason-1.html,0,Antoine Cason,DB,1.0,Arizona,2026-04-01T15:20:47.321Z,57,season_totals,4.0
26,AA,SO,88,Big Ten,2019,2,0,0,0,13,1,111,7,https://www.sports-reference.com/cfb/players/antoine-winfield-jr-1.html,1,Antoine Winfield Jr.,DB,3.0,Minnesota,2026-04-01T15:20:54.385Z,62,season_totals,3.5
0,,SR,4,ACC,2013,0,0,0,0,3,0,0,0,https://www.sports-reference.com/cfb/players/antone-exum-1.html,1,Antone Exum,DB/CB,0.0,Virginia Tech,2026-04-01T15:21:06.826Z,4,season_totals,0.0
33,,SR,88,SEC,2011,4,0,1,25,12,1,44,3,https://www.sports-reference.com/cfb/players/antonio-allen-1.html,0,Antonio Allen,LB/DB,1.0,South Carolina,2026-04-01T15:21:14.098Z,55,season_totals,9.5
26,,SR,70,Big 12,2010,1,0,0,0,13,0,20,1,https://www.sports-reference.com/cfb/players/antonio-johnson-1.html,0,Antonio Johnson,LB,3.0,Baylor,2026-04-01T15:21:41.862Z,44,season_totals,5.0
61,,SR,103,SEC,2015,1,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/antonio-morrison-1.html,1,Antonio Morrison,LB,2.5,Florida,2026-04-01T15:21:48.998Z,42,season_totals,12.0
31,,SR,71,Big Ten,2006,1,0,0,0,13,1,63,2,https://www.sports-reference.com/cfb/players/antonio-smith-1.html,0,Antonio Smith,DB,2.0,Ohio State,2026-04-01T15:22:03.128Z,40,season_totals,10.0
27,,SR,69,Sun Belt,2006,0,0,0,0,12,1,23,1,https://www.sports-reference.com/cfb/players/antwan-barnes-1.html,0,Antwan Barnes,LB,6.0,Florida International,2026-04-01T15:22:24.259Z,42,season_totals,22.5
22,AA,JR,66,Big 12,2007,0,0,0,0,13,2,195,5,https://www.sports-reference.com/cfb/players/aqib-talib-1.html,0,Aqib Talib,DB,0.0,Kansas,2026-04-01T15:22:49.352Z,44,season_totals,4.0
18,,JR,33,SEC,2017,1,0,0,0,8,0,0,0,https://www.sports-reference.com/cfb/players/arden-key-1.html,0,Arden Key,DE/LB,4.0,LSU,2026-04-01T15:22:56.276Z,15,season_totals,5.5
21,,JR,46,Pac-12,2014,1,2,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/arik-armstead-1.html,0,Arik Armstead,DL,2.5,Oregon,2026-04-01T15:23:03.260Z,25,season_totals,5.5
