assisted_tackles,awards,class,combined_tackles,conference,final_season_year,forced_fumbles,fumble_recoveries,fumble_recovery_tds,fumble_recovery_yards,games,interception_tds,interception_yards,interceptions,page_url,passes_defended,player,pos,sacks,school,scraped_at,solo_tackles,source_type,tfl
26,,SR,64,SEC,2023,1,1,0,0,12,0,0,2,https://www.sports-reference.com/cfb/players/jaylon-carlies-1.html,5,Jaylon Carlies,DB,2.0,Missouri,2026-04-01T17:22:16.841Z,38,season_totals,4.5
2,,JR,36,Pac-12,2019,0,0,0,0,13,1,39,2,https://www.sports-reference.com/cfb/players/jaylon-johnson-1.html,11,Jaylon Johnson,DB,0.0,Utah,2026-04-01T17:22:23.814Z,34,season_totals,1.0
9,,SR,26,SEC,2021,0,0,0,0,11,0,0,1,https://www.sports-reference.com/cfb/players/jaylon-jones-1.html,3,Jaylon Jones,DB/LB,0.0,Ole Miss,2026-04-01T17:22:30.961Z,17,season_totals,1.0
45,AA,JR,114,Ind,2015,1,2,0,17,13,0,0,0,https://www.sports-reference.com/cfb/players/jaylon-smith-1.html,5,Jaylon Smith,LB,1.0,Notre Dame,2026-04-01T17:22:37.935Z,69,season_totals,9.0
50,,SR,120,Pac-12,2016,0,2,0,47,12,0,32,3,https://www.sports-reference.com/cfb/players/jayon-brown-1.html,6,Jayon Brown,LB,2.5,UCLA,2026-04-01T17:22:45.002Z,70,season_totals,7.0
26,,JR,59,ACC,2011,2,0,0,0,13,0,56,3,https://www.sports-reference.com/cfb/players/jayron-hosley-1.html,0,Jayron Hosley,DB,0.0,Virginia Tech,2026-04-01T17:22:52.055Z,33,season_totals,1.0
21,,JR,62,ACC,2015,1,1,0,5,15,0,0,1,https://www.sports-reference.com/cfb/players/jayron-kearse-1.html,6,Jayron Kearse,S,0.0,Clemson,2026-04-01T17:22:58.987Z,41,season_totals,6.5
7,,SR,31,Big 12,2019,0,0,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/jeff-gladney-1.html,14,Jeff Gladney,CB,0.5,Texas Christian,2026-04-01T17:23:06.283Z,24,season_totals,1.5
31,,SR,54,Big Ten,2024,2,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/jeffrey-bassa-1.html,2,Jeffrey Bassa,S/LB,1.5,Oregon,2026-04-01T17:23:25.571Z,23,season_totals,2.5
10,,JR,29,SEC,2012,0,0,0,0,9,0,14,1,https://www.sports-reference.com/cfb/players/jelani-jenkins-1.html,0,Jelani Jenkins,LB,2.0,Florida,2026-04-01T17:23:32.881Z,19,season_totals,5.0
16,,,33,SEC,2013,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/jeoffrey-pagan-1.html,0,Jeoffrey Pagan,DL,2.0,Alabama,2026-04-01T17:23:39.775Z,17,season_totals,3.5
26,AA,JR,52,Big Ten,2023,1,1,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/jerzhan-newton-1.html,2,Jer'Zhan Newton,DL/DT,7.5,Illinois,2026-04-01T17:23:46.673Z,26,season_totals,8.5
11,AA,JR,30,Big Ten,2011,0,1,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/jerel-worthy-1.html,1,Jerel Worthy,DL,3.5,Michigan State,2026-04-01T17:24:00.729Z,19,season_totals,10.5
8,,SR,45,ACC,2013,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/jeremiah-attaochu-1.html,2,Jeremiah Attaochu,LB,12.5,Georgia Tech,2026-04-01T17:24:07.821Z,37,season_totals,16.0
50,,SR,133,Big 12,2013,3,0,0,0,12,0,11,2,https://www.sports-reference.com/cfb/players/jeremiah-george-1.html,6,Jeremiah George,LB,3.5,Iowa State,2026-04-01T17:24:14.726Z,83,season_totals,12.0
32,,SR,49,SEC,2016,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/jeremiah-ledbetter-1.html,2,Jeremiah Ledbetter,DL,5.5,Arkansas,2026-04-01T17:24:21.821Z,17,season_totals,7.5
20,AA,SR,62,ACC,2020,3,2,1,23,12,0,0,1,https://www.sports-reference.com/cfb/players/jeremiah-owusu-koramoah-1.html,3,Jeremiah Owusu-Koramoah,LB,1.5,Notre Dame,2026-04-01T17:24:28.822Z,42,season_totals,11.0
34,,JR,88,ACC,2023,2,0,0,0,12,1,28,2,https://www.sports-reference.com/cfb/players/jeremiah-trotter-jr-1.html,5,Jeremiah Trotter Jr.,LB,5.5,Clemson,2026-04-01T17:24:35.802Z,54,season_totals,15.0
31,,SR,62,SEC,2005,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/jeremy-mincey-1.html,2,Jeremy Mincey,DL,3.5,Florida,2026-04-01T17:24:48.255Z,31,season_totals,10.5
9,,SR,45,ACC,2007,2,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/jeremy-thompson-1.html,3,Jeremy Thompson,DL,6.5,Wake Forest,2026-04-01T17:24:55.401Z,36,season_totals,11.0
13,,SR,34,SEC,2009,2,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/jermaine-cunningham-1.html,0,Jermaine Cunningham,LB/DL,7.0,Florida,2026-04-01T17:25:02.447Z,21,season_totals,12.0
30,,SR,66,Big Ten,2010,0,0,0,0,13,0,23,1,https://www.sports-reference.com/cfb/players/jermale-hines-1.html,0,Jermale Hines,LB,0.5,Ohio State,2026-04-01T17:25:22.303Z,36,season_totals,2.0
60,,JR,140,SEC,2007,1,0,0,0,14,1,34,1,https://www.sports-reference.com/cfb/players/jerod-mayo-1.html,0,Jerod Mayo,LB,1.5,Tennessee,2026-04-01T17:25:29.180Z,80,season_totals,8.5
30,,JR,72,Big Ten,2017,1,2,1,33,13,0,0,0,https://www.sports-reference.com/cfb/players/jerome-baker-1.html,3,Jerome Baker,LB,3.5,Ohio State,2026-04-01T17:25:36.091Z,42,season_totals,8.0
28,,SR,77,Big East,2009,2,0,0,0,13,0,59,4,https://www.sports-reference.com/cfb/players/jerome-murphy-1.html,0,Jerome Murphy,DB,0.0,South Florida,2026-04-01T17:25:57.250Z,49,season_totals,0.5
17,,JR,47,SEC,2008,0,0,0,0,10,0,0,2,https://www.sports-reference.com/cfb/players/jerraud-powers-1.html,0,Jerraud Powers,DB,0.0,Auburn,2026-04-01T17:26:04.177Z,30,season_totals,0.0
9,,SR,27,SEC,2010,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/jerrell-powe-1.html,1,Jerrell Powe,DL,2.5,Ole Miss,2026-04-01T17:26:11.151Z,18,season_totals,8.5
26,AA,SR,58,MWC,2009,2,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/jerry-hughes-1.html,3,Jerry Hughes,DL,11.5,Texas Christian,2026-04-01T17:26:23.635Z,32,season_totals,16.5
27,,SR,61,Big Ten,2021,0,0,0,0,12,1,16,1,https://www.sports-reference.com/cfb/players/jesse-luketa-1.html,0,Jesse Luketa,LB,0.5,Penn State,2026-04-01T17:26:37.930Z,34,season_totals,8.5
17,,SR,35,SEC,2005,1,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/jesse-mahelona-1.html,0,Jesse Mahelona,DL,2.0,Tennessee,2026-04-01T17:26:45.057Z,18,season_totals,7.0
29,,SO,79,ACC,2017,1,0,0,0,11,0,37,1,https://www.sports-reference.com/cfb/players/jessie-bates-1.html,5,Jessie Bates,DB,0.0,Wake Forest,2026-04-01T17:26:51.850Z,50,season_totals,6.0
26,,SO,66,Pac-12,2019,0,0,0,0,14,1,64,4,https://www.sports-reference.com/cfb/players/jevon-holland-1.html,4,Jevon Holland,S,0.0,Oregon,2026-04-01T17:26:58.951Z,40,season_totals,4.5
18,,SR,74,Big Ten,2022,2,1,1,0,13,0,114,4,https://www.sports-reference.com/cfb/players/jiayir-brown-1.html,3,Ji'ayir Brown,S,4.5,Penn State,2026-04-01T17:27:06.035Z,56,season_totals,7.0
63,,JR,117,SEC,2024,2,1,0,0,13,0,24,1,https://www.sports-reference.com/cfb/players/jihaad-campbell-1.html,2,Jihaad Campbell,LB,5.0,Alabama,2026-04-01T17:27:17.382Z,54,season_totals,11.5
29,,SR,53,Big Ten,2015,1,1,0,23,12,0,0,0,https://www.sports-reference.com/cfb/players/jihad-ward-1.html,2,Jihad Ward,DL,1.5,Illinois,2026-04-01T17:27:19.841Z,24,season_totals,3.5
32,,SR,94,MAC,2013,1,1,0,0,14,1,102,7,https://www.sports-reference.com/cfb/players/jimmie-ward-1.html,10,Jimmie Ward,DB/S,1.0,Northern Illinois,2026-04-01T17:27:26.939Z,62,season_totals,2.5
11,,SR,68,Big 12,2010,0,1,0,22,12,0,0,0,https://www.sports-reference.com/cfb/players/jimmy-smith-1.html,5,Jimmy Smith,DB,0.0,Colorado,2026-04-01T17:27:41.121Z,57,season_totals,2.5
14,,SR,44,CUSA,2008,0,0,0,0,12,0,103,4,https://www.sports-reference.com/cfb/players/joe-burnett-1.html,0,Joe Burnett,DB,0.0,UCF,2026-04-01T17:28:07.706Z,30,season_totals,4.5
0,,SR,1,Ind,2014,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/joe-cardona-1.html,0,Joe Cardona,OL/LS,0.0,Navy,2026-04-01T17:28:14.526Z,1,season_totals,0.0
15,,SR,26,SEC,2006,1,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/joe-cohen-1.html,1,Joe Cohen,RB/DL,0.5,Florida,2026-04-01T17:28:21.662Z,11,season_totals,2.0
15,AA,JR,68,SEC,2009,2,0,0,0,14,0,20,4,https://www.sports-reference.com/cfb/players/joe-haden-1.html,0,Joe Haden,DB,3.0,Florida,2026-04-01T17:28:28.629Z,53,season_totals,5.0
2,,JR,4,ACC,2015,0,0,0,0,1,0,0,0,https://www.sports-reference.com/cfb/players/joe-jackson-1.html,0,Joe Jackson,S/LB,0.0,North Carolina,2026-04-01T17:28:35.669Z,2,season_totals,0.0
40,,JR,79,Big Ten,2015,5,2,0,0,13,0,14,1,https://www.sports-reference.com/cfb/players/joe-schobert-1.html,2,Joe Schobert,LB,9.5,Wisconsin,2026-04-01T17:28:49.638Z,39,season_totals,19.5
13,,JR,61,SEC,2018,0,0,0,0,13,0,8,4,https://www.sports-reference.com/cfb/players/joejuan-williams-1.html,14,Joejuan Williams,CB,0.0,Vanderbilt,2026-04-01T17:29:03.720Z,48,season_totals,2.0
63,,JR,116,CUSA,2017,2,1,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/joel-iyiegbuniwe-1.html,1,Joel Iyiegbuniwe,LB,2.0,Western Kentucky,2026-04-01T17:29:14.540Z,53,season_totals,11.5
16,AA,JR,51,Big Ten,2015,1,0,0,0,12,0,28,1,https://www.sports-reference.com/cfb/players/joey-bosa-1.html,4,Joey Bosa,DL,5.0,Ohio State,2026-04-01T17:29:16.013Z,35,season_totals,16.0
6,,JR,27,Big Ten,2022,0,1,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/joey-porter-jr-1.html,11,Joey Porter Jr.,CB,0.0,Penn State,2026-04-01T17:29:23.023Z,21,season_totals,0.0
1,,SR,1,Big 12,2007,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/joey-thomas-1.html,0,Joey Thomas,TE,0.0,Texas A&M,2026-04-01T17:29:30.103Z,0,season_totals,0.0
2,,SR,13,SEC,2006,0,0,0,0,10,0,0,1,https://www.sports-reference.com/cfb/players/john-johnson-1.html,0,John Johnson,LB,0.0,Arkansas,2026-04-01T17:30:16.350Z,11,season_totals,0.0
14,,JR,24,ACC,2005,0,0,0,0,7,0,0,0,https://www.sports-reference.com/cfb/players/john-mccargo-1.html,0,John McCargo,DL,0.5,North Carolina State,2026-04-01T17:30:23.349Z,10,season_totals,9.0
29,,SR,38,Pac-12,2019,2,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/john-penisini-1.html,1,John Penisini,DT,2.0,Utah,2026-04-01T17:30:30.180Z,9,season_totals,7.0
11,,SR,37,Big Ten,2019,0,0,0,0,13,1,61,2,https://www.sports-reference.com/cfb/players/john-reid-1.html,8,John Reid,CB,1.0,Penn State,2026-04-01T17:30:37.267Z,26,season_totals,2.5
28,,SR,39,SEC,2021,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/john-ridgeway-1.html,0,John Ridgeway,DL,2.0,Arkansas,2026-04-01T17:30:44.361Z,11,season_totals,4.0
1,,JR,8,ACC,2010,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/john-stamper-1.html,0,John Stamper,DB,0.0,Wake Forest,2026-04-01T17:30:58.357Z,7,season_totals,0.0
40,,SR,79,MWC,2006,1,0,1,54,12,0,15,1,https://www.sports-reference.com/cfb/players/john-wendling-1.html,0,John Wendling,DB,1.0,Wyoming,2026-04-01T17:31:05.392Z,39,season_totals,3.5
46,,SR,99,SEC,2018,1,1,0,6,13,0,9,2,https://www.sports-reference.com/cfb/players/johnathan-abram-1.html,5,Johnathan Abram,S/DB,3.0,Mississippi State,2026-04-01T17:31:12.343Z,53,season_totals,9.0
32,,JR,55,Big Ten,2012,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/johnathan-hankins-1.html,0,Johnathan Hankins,DL,1.0,Ohio State,2026-04-01T17:31:19.427Z,23,season_totals,4.0
44,,SR,63,Big 12,2005,0,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/johnny-jolly-1.html,1,Johnny Jolly,DL,5.0,Texas A&M,2026-04-01T17:31:37.415Z,19,season_totals,11.5
6,,SR,49,Big East,2010,1,0,0,0,13,1,99,5,https://www.sports-reference.com/cfb/players/johnny-patrick-1.html,0,Johnny Patrick,WR/DB,1.0,Louisville,2026-04-01T17:31:44.580Z,43,season_totals,6.5
24,,SR,63,SEC,2012,1,0,0,0,13,0,124,4,https://www.sports-reference.com/cfb/players/johnthan-banks-1.html,0,Johnthan Banks,DB,0.0,Mississippi State,2026-04-01T17:31:51.612Z,39,season_totals,2.0
21,,SR,52,Pac-10,2005,3,0,0,0,11,0,2,1,https://www.sports-reference.com/cfb/players/jon-alston-1.html,0,Jon Alston,LB,6.5,Stanford,2026-04-01T17:31:58.708Z,31,season_totals,9.5
25,,JR,76,ACC,2006,1,0,0,0,12,0,4,1,https://www.sports-reference.com/cfb/players/jon-beason-1.html,0,Jon Beason,DB/LB,1.5,Miami (FL),2026-04-01T17:32:05.648Z,51,season_totals,8.0
14,AA,JR,37,Pac-12,2023,1,0,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/jonah-elliss-1.html,3,Jonah Elliss,LB/DE,12.0,Utah,2026-04-01T17:32:25.107Z,23,season_totals,16.0
57,,SR,117,Big Ten,2010,1,0,0,0,12,0,18,2,https://www.sports-reference.com/cfb/players/jonas-mouton-1.html,0,Jonas Mouton,LB,2.0,Michigan,2026-04-01T17:32:32.425Z,60,season_totals,8.5
33,,SR,98,ACC,2024,0,2,1,40,12,0,45,1,https://www.sports-reference.com/cfb/players/jonas-sanker-1.html,4,Jonas Sanker,DB/S,2.0,Virginia,2026-04-01T17:32:39.331Z,65,season_totals,8.5
36,"H-7,Nagurski,Bednarik,AA",SR,69,SEC,2016,0,3,2,115,15,0,0,0,https://www.sports-reference.com/cfb/players/jonathan-allen-1.html,2,Jonathan Allen,LB/DL,10.5,Alabama,2026-04-01T17:32:46.334Z,33,season_totals,16.0
27,,SR,66,SEC,2015,0,0,0,0,14,0,0,0,https://www.sports-reference.com/cfb/players/jonathan-bullard-1.html,2,Jonathan Bullard,DL,6.5,Florida,2026-04-01T17:33:00.292Z,39,season_totals,17.5
39,,SR,93,Sun Belt,2012,1,0,0,0,12,0,32,4,https://www.sports-reference.com/cfb/players/jonathan-cyprien-1.html,0,Jonathan Cyprien,DB,0.0,Florida International,2026-04-01T17:33:07.282Z,54,season_totals,3.5
12,,JR,59,Sun Belt,2013,6,1,0,0,11,0,21,3,https://www.sports-reference.com/cfb/players/jonathan-dowling-1.html,6,Jonathan Dowling,DB,0.0,Western Kentucky,2026-04-01T17:33:14.390Z,47,season_totals,1.0
10,,SR,14,ACC,2021,0,0,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/jonathan-ford-1.html,0,Jonathan Ford,DL,0.0,Miami (FL),2026-04-01T17:33:21.255Z,4,season_totals,1.0
16,,JR,37,ACC,2019,2,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/jonathan-garvin-1.html,0,Jonathan Garvin,DL,5.0,Miami (FL),2026-04-01T17:33:28.340Z,21,season_totals,9.0
56,,SR,113,SEC,2007,0,0,0,0,12,0,12,2,https://www.sports-reference.com/cfb/players/jonathan-goff-1.html,0,Jonathan Goff,LB,3.0,Vanderbilt,2026-04-01T17:33:35.273Z,57,season_totals,6.5
25,,SO,52,SEC,2019,3,1,1,80,12,0,16,1,https://www.sports-reference.com/cfb/players/jonathan-greenard-1.html,4,Jonathan Greenard,LB,9.5,Florida,2026-04-01T17:33:42.436Z,27,season_totals,15.5
23,,JR,52,Sun Belt,2011,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/jonathan-massaquoi-1.html,2,Jonathan Massaquoi,DL,6.0,Troy,2026-04-01T17:33:56.980Z,29,season_totals,10.5
8,,SO,15,Big Ten,2010,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/jonathan-newsome-1.html,0,Jonathan Newsome,DL/LB,0.0,Ohio State,2026-04-01T17:34:03.643Z,7,season_totals,0.0
9,,SR,52,SEC,2006,1,0,0,0,13,0,59,4,https://www.sports-reference.com/cfb/players/jonathan-wade-1.html,0,Jonathan Wade,WR/DB,0.0,Tennessee,2026-04-01T17:34:17.546Z,43,season_totals,6.0
8,,SR,30,SEC,2007,0,0,0,0,12,0,0,2,https://www.sports-reference.com/cfb/players/jonathan-wilhite-1.html,0,Jonathan Wilhite,DB,1.0,Auburn,2026-04-01T17:34:30.059Z,22,season_totals,1.5
12,,SR,24,Big Ten,2020,1,0,0,0,8,0,0,0,https://www.sports-reference.com/cfb/players/jonathon-cooper-1.html,1,Jonathon Cooper,DE/DL,3.5,Ohio State,2026-04-01T17:34:36.969Z,12,season_totals,3.5
37,,SR,71,SEC,2022,0,0,0,0,13,0,0,1,https://www.sports-reference.com/cfb/players/jordan-battle-1.html,2,Jordan Battle,DB,0.0,Alabama,2026-04-01T17:34:44.168Z,34,season_totals,0.5
17,,JR,54,Big 12,2018,1,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/jordan-brailford-1.html,1,Jordan Brailford,DE,9.0,Oklahoma State,2026-04-01T17:34:56.933Z,37,season_totals,16.0
18,,SR,31,Big Ten,2024,1,1,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/jordan-burch-1.html,6,Jordan Burch,DL/DE,8.5,Oregon,2026-04-01T17:35:03.924Z,13,season_totals,11.0
14,,JR,44,SEC,2019,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/jordan-elliott-1.html,3,Jordan Elliott,DL,2.5,Missouri,2026-04-01T17:35:17.923Z,30,season_totals,8.5
20,,SR,62,Big Ten,2019,0,1,0,0,14,0,26,2,https://www.sports-reference.com/cfb/players/jordan-fuller-1.html,4,Jordan Fuller,S,0.0,Ohio State,2026-04-01T17:35:24.978Z,42,season_totals,0.0
19,,SR,48,Big Ten,2024,2,0,0,0,16,0,0,1,https://www.sports-reference.com/cfb/players/jordan-hancock-1.html,8,Jordan Hancock,CB/DB,0.5,Ohio State,2026-04-01T17:35:32.054Z,29,season_totals,1.5
54,,SR,107,Big 12,2014,0,0,0,0,13,0,19,2,https://www.sports-reference.com/cfb/players/jordan-hicks-1.html,2,Jordan Hicks,LB,3.5,Texas,2026-04-01T17:35:39.218Z,53,season_totals,11.0
10,,SR,26,Pac-10,2006,1,0,0,0,13,0,26,1,https://www.sports-reference.com/cfb/players/jordan-hill-1.html,0,Jordan Hill,LB/DL,2.5,Arizona State,2026-04-01T17:35:46.230Z,16,season_totals,3.5
18,,SR,58,Big Ten,2022,0,0,0,0,13,0,0,2,https://www.sports-reference.com/cfb/players/jordan-howden-1.html,5,Jordan Howden,DB,0.0,Minnesota,2026-04-01T17:35:53.042Z,40,season_totals,3.5
1,,SR,3,Sun Belt,2007,0,0,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/jordan-jackson-1.html,0,Jordan Jackson,WR,0.0,Louisiana,2026-04-01T17:36:00.303Z,2,season_totals,0.0
0,,SR,2,SEC,2011,0,0,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/jordan-jefferson-1.html,0,Jordan Jefferson,QB,0.0,LSU,2026-04-01T17:36:07.167Z,2,season_totals,0.0
4,,SR,9,Pac-12,2012,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/jordan-jenkins-1.html,0,Jordan Jenkins,RB,0.0,Oregon State,2026-04-01T17:36:14.289Z,5,season_totals,0.0
22,,SR,56,Big Ten,2015,1,0,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/jordan-lucas-1.html,3,Jordan Lucas,DB/CB/S,1.0,Penn State,2026-04-01T17:36:21.139Z,34,season_totals,2.5
35,,JR,80,American,2023,1,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/jordan-magee-1.html,4,Jordan Magee,LB,3.5,Temple,2026-04-01T17:36:28.308Z,45,season_totals,14.0
19,,SO,39,Big 12,2014,0,1,0,3,13,0,0,0,https://www.sports-reference.com/cfb/players/jordan-phillips-1.html,1,Jordan Phillips,DL/DT,2.0,Oklahoma,2026-04-01T17:36:42.218Z,20,season_totals,7.0
17,AA,SR,51,Pac-12,2012,1,0,0,0,12,1,122,7,https://www.sports-reference.com/cfb/players/jordan-poyer-1.html,0,Jordan Poyer,DB,2.0,Oregon State,2026-04-01T17:36:49.544Z,34,season_totals,5.0
11,,SR,22,CUSA,2009,1,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/jordan-richards-1.html,0,Jordan Richards,LB,0.0,UCF,2026-04-01T17:36:56.379Z,11,season_totals,2.5
7,,SR,18,Big Ten,2016,0,1,0,0,12,0,0,1,https://www.sports-reference.com/cfb/players/jordan-smith-1.html,4,Jordan Smith,CB,0.0,Penn State,2026-04-01T17:37:03.256Z,11,season_totals,1.0
19,,JR,60,ACC,2017,0,1,0,0,9,0,0,1,https://www.sports-reference.com/cfb/players/jordan-whitehead-1.html,4,Jordan Whitehead,DB,0.0,Pitt,2026-04-01T17:37:15.950Z,41,season_totals,0.0
18,,SR,52,Big 12,2016,3,1,0,7,13,0,0,0,https://www.sports-reference.com/cfb/players/jordan-willis-1.html,3,Jordan Willis,DE,11.5,Kansas State,2026-04-01T17:37:22.729Z,34,season_totals,17.5
48,AA,SR,162,Big 12,2007,1,0,0,0,13,1,79,2,https://www.sports-reference.com/cfb/players/jordon-dizon-1.html,0,Jordon Dizon,RB/LB,4.0,Colorado,2026-04-01T17:37:29.949Z,114,season_totals,11.0
42,,SR,108,Big 12,2019,1,2,0,19,11,0,0,0,https://www.sports-reference.com/cfb/players/jordyn-brooks-1.html,0,Jordyn Brooks,LB,3.0,Texas Tech,2026-04-01T17:37:36.850Z,66,season_totals,20.0
11,,SR,33,Big Ten,2024,2,0,0,0,11,0,0,0,https://www.sports-reference.com/cfb/players/josaiah-stewart-1.html,0,Josaiah Stewart,DT/LB/DE,8.5,Michigan,2026-04-01T17:37:49.470Z,22,season_totals,13.0
29,AA,JR,55,Big 12,2020,3,1,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/joseph-ossai-1.html,2,Joseph Ossai,LB,5.0,Texas,2026-04-01T17:37:56.437Z,26,season_totals,16.0
67,AA,SR,136,Big Ten,2017,1,1,0,0,12,0,37,2,https://www.sports-reference.com/cfb/players/josey-jewell-1.html,11,Josey Jewell,LB,4.5,Iowa,2026-04-01T17:38:03.614Z,69,season_totals,13.5
13,,SR,38,Pac-10,2007,0,0,0,0,11,0,0,1,https://www.sports-reference.com/cfb/players/josh-barrett-1.html,0,Josh Barrett,DB,1.0,Arizona State,2026-04-01T17:38:10.588Z,25,season_totals,4.0
23,,SR,33,SEC,2012,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/josh-boyd-1.html,0,Josh Boyd,DL,1.5,Mississippi State,2026-04-01T17:38:17.547Z,10,season_totals,2.5
13,,SR,23,SEC,2011,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/josh-chapman-1.html,2,Josh Chapman,DL,1.0,Alabama,2026-04-01T17:38:31.569Z,10,season_totals,3.5
34,,SR,83,SEC,2012,0,0,0,0,13,0,11,3,https://www.sports-reference.com/cfb/players/josh-evans-1.html,0,Josh Evans,DB,2.5,Florida,2026-04-01T17:38:38.720Z,49,season_totals,4.5
54,,SR,93,SEC,2015,1,0,0,0,12,1,81,2,https://www.sports-reference.com/cfb/players/josh-forrest-1.html,5,Josh Forrest,LB,3.5,Kentucky,2026-04-01T17:38:45.749Z,39,season_totals,6.0
31,,SR,82,ACC,2006,1,0,0,0,14,0,0,5,https://www.sports-reference.com/cfb/players/josh-gattis-1.html,0,Josh Gattis,DB,0.0,Wake Forest,2026-04-01T17:38:52.846Z,51,season_totals,5.5
23,,SR,61,ACC,2016,0,0,0,0,10,0,0,0,https://www.sports-reference.com/cfb/players/josh-harvey-clemons-1.html,2,Josh Harvey-Clemons,DB/S,2.0,Louisville,2026-04-01T17:38:59.879Z,38,season_totals,4.0
71,,SR,116,Big Ten,2009,0,0,0,0,13,0,0,2,https://www.sports-reference.com/cfb/players/josh-hull-1.html,0,Josh Hull,LB,2.0,Penn State,2026-04-01T17:39:06.813Z,45,season_totals,8.5
7,,SR,24,Ind,2012,0,0,0,0,9,0,0,0,https://www.sports-reference.com/cfb/players/josh-jackson-1.html,0,Josh Jackson,DB,0.0,Army,2026-04-01T17:39:13.970Z,17,season_totals,0.5
2,,JR,4,Ind,2010,0,0,0,0,13,0,0,0,https://www.sports-reference.com/cfb/players/josh-jones-1.html,0,Josh Jones,LB,0.0,Army,2026-04-01T17:39:21.038Z,2,season_totals,0.0
33,,SR,74,Big Ten,2019,0,1,0,0,13,0,0,2,https://www.sports-reference.com/cfb/players/josh-metellus-1.html,5,Josh Metellus,S/DB,0.0,Michigan,2026-04-01T17:39:27.864Z,41,season_totals,4.0
7,,SR,33,Big 12,2023,0,0,0,0,12,0,53,1,https://www.sports-reference.com/cfb/players/josh-newton-1.html,9,Josh Newton,CB,0.0,Texas Christian,2026-04-01T17:39:34.886Z,26,season_totals,0.0
14,,JR,48,CUSA,2011,1,0,0,0,12,1,49,2,https://www.sports-reference.com/cfb/players/josh-robinson-1.html,0,Josh Robinson,DB,0.0,UCF,2026-04-01T17:39:48.998Z,34,season_totals,0.0
16,,SR,47,WAC,2008,1,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/josh-shaw-1.html,0,Josh Shaw,DL,2.5,Idaho,2026-04-01T17:40:02.837Z,31,season_totals,9.5
25,,JR,56,ACC,2017,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/josh-sweat-1.html,3,Josh Sweat,DE,5.5,Florida State,2026-04-01T17:40:10.236Z,31,season_totals,12.5
28,,SR,78,Sun Belt,2009,1,1,0,29,12,0,0,0,https://www.sports-reference.com/cfb/players/josh-thomas-1.html,3,Josh Thomas,LB,2.0,Louisiana-Monroe,2026-04-01T17:40:17.026Z,50,season_totals,6.0
9,,SR,55,ACC,2006,0,0,0,0,13,0,21,1,https://www.sports-reference.com/cfb/players/josh-wilson-1.html,0,Josh Wilson,DB,2.0,Maryland,2026-04-01T17:40:24.136Z,46,season_totals,2.5
20,,JR,32,ACC,2024,0,0,0,0,12,0,0,0,https://www.sports-reference.com/cfb/players/joshua-farmer-1.html,0,Joshua Farmer,DE/DT/DL,4.0,Florida State,2026-04-01T17:40:31.234Z,12,season_totals,8.0
